Daily Competition Returns Comparison Report as of 03-Jul-24,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Aditya Birla Sun Life Income Fund - Regular Plan,1848.85,22.38,4,6.74,4,5.78,1,6.69,1,11.82,1,8.57,1,8.97,4,8.22,6,6.93,5,7.11,5,5.36,4,5.32,3,6.68,2,6.33,2,7.51,2,8.91,-,11.97
ICICI Prudential Bond Fund,2957.93,21.13,5,6.1,5,4.09,6,3.59,7,9.88,7,7.62,6,8.4,7,8.23,5,7.52,1,7.84,2,5.63,2,5.37,2,6.89,1,6.6,1,7.66,1,8.55,-,10.07
Kotak Bond Fund - Regular Plan,1903.4,22.39,3,5.95,6,4.27,5,6.51,2,11.59,2,8.38,2,9.1,3,8.59,2,7.41,3,7.36,3,5.15,5,4.82,4,6.27,4,5.9,4,7.02,5,8.29,-,15.03
HDFC Income Fund,754.3,19.52,6,8.57,1,5.1,2,5.46,3,11.51,4,8.07,3,10.19,1,8.93,1,7.43,2,7.17,4,4.53,6,4.32,6,5.41,7,4.93,6,6.46,6,7.31,-,11.67
Bandhan Bond Fund Income Plan - Regular Plan,491.25,27.38,2,7.34,2,4.56,3,5.33,4,11.54,3,8,4,9.35,2,8.37,3,6.7,6,6.51,7,4.25,7,3.79,7,5.58,6,5.69,5,7.17,4,7.81,-,11.89
Nippon India Income Fund,324.28,27.73,1,7,3,4.46,4,4.61,5,11.12,5,7.98,5,8.9,5,8.24,4,6.99,4,7.88,1,5.38,3,4.52,5,6.06,5,6.17,3,7.33,3,8.31,-,10.73
UTI Medium to Long Duration Fund - Regular Plan,300.38,15.45,7,4.72,7,3.47,7,4.06,6,10.54,6,7.59,7,8.76,6,7.65,7,6.49,7,7.04,6,9.9,1,8.03,1,6.35,3,4.05,7,5.98,7,7.58,-,10
