Daily Competition Returns Comparison Report as of 03-Jul-24,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Aditya Birla Sun Life Income Fund - Regular Plan,1848.85,22.38,1,6.74,1,5.78,2,6.69,2,11.82,1,8.57,1,8.97,1,8.22,1,6.93,2,7.11,2,5.36,1,5.32,1,6.68,2,6.33,2,7.51,2,8.91,-,11.97
Axis Dynamic Bond Fund - Regular plan,1702.66,17.73,2,6.09,2,6.39,1,7.12,1,9.88,2,7,2,8.82,2,7.64,2,6.98,1,7.54,1,5.18,2,5.14,2,6.79,1,6.69,1,7.72,1,7.87,-,9.25
