Daily Competition Returns Comparison Report as of 03-Jul-24,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Aditya Birla Sun Life Overnight Fund - Regular Plan,9220.97,6.22,6,6.44,7,6.44,7,6.42,6,6.46,6,6.46,6,6.56,6,6.66,5,6.7,5,6.36,4,5.36,4,4.77,4,4.68,6,-,-,-,-,4.85,-,0.01
HDFC Overnight Fund,11144.03,7.18,1,6.55,2,6.48,4,6.4,7,6.42,7,6.43,7,6.57,5,6.66,6,6.69,6,6.33,7,5.33,7,4.74,7,4.65,7,5.04,2,5.59,3,5.86,-,0.01
ICICI Prudential Overnight Fund,10166.12,6.22,5,6.46,6,6.46,6,6.43,5,6.47,4,6.47,4,6.65,1,6.72,2,6.75,2,6.38,3,5.37,3,4.77,3,4.68,5,-,-,-,-,4.85,-,0.01
Kotak Overnight Fund - Regular Plan,5473.56,6.25,3,6.49,4,6.5,3,6.46,3,6.49,2,6.49,3,6.57,4,6.67,4,6.71,4,6.35,5,5.36,5,4.76,6,4.68,4,-,-,-,-,4.8,-,0.01
Nippon India Overnight Fund - Regular Plan,7082.62,6.23,4,6.5,3,6.5,2,6.46,2,6.49,3,6.49,2,6.6,3,6.69,3,6.73,3,6.38,2,5.39,2,4.79,2,4.71,2,-,-,-,-,4.85,-,0.01
SBI Overnight Fund,15032.54,6.21,7,6.48,5,6.47,5,6.43,4,6.47,5,6.47,5,6.55,7,6.65,7,6.69,7,6.34,6,5.35,6,4.77,5,4.68,3,5.08,1,5.71,2,6.47,-,0
UTI Overnight Fund - Regular Plan,6064.84,6.28,2,6.56,1,6.53,1,6.49,1,6.53,1,6.54,1,6.63,2,6.73,1,6.77,1,6.41,1,5.41,1,4.82,1,4.73,1,4.99,3,5.88,1,5.97,-,0.01
