Daily Competition Returns Comparison Report as of 03-Jul-24,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
Scheme,AUM(Rs Cr),14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,Inception,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,YTD,Rank,7 days,Rank
Aditya Birla Sun Life Nifty IT ETF,73.27,6.78,7,14.72,7,14.32,6,7.32,7,9.46,7,19.41,7,19.16,7,4.7,-,28.94,7,17.26,6,-,-,-,-,-,-,-,-,-,-,-,-,6.01,7,5.35,7
Axis NIFTY IT ETF,126.7,6.79,5,14.72,6,14.31,7,7.33,6,9.62,6,19.56,6,19.31,6,13.92,-,29.12,6,17.35,3,10.69,3,-,-,-,-,-,-,-,-,-,-,6.17,6,5.35,6
HDFC NIFTY IT ETF,48.93,6.8,3,14.75,4,14.33,4,7.34,4,9.64,3,19.59,5,19.34,5,16.22,-,29.14,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.18,3,5.36,3
ICICI Prudential Nifty IT ETF,409.68,6.8,1,14.77,1,14.36,1,7.36,1,9.68,1,19.66,2,19.41,2,22.24,-,29.25,2,17.4,2,10.72,2,-,-,-,-,-,-,-,-,-,-,6.22,1,5.37,1
Kotak Nifty IT ETF,184.23,6.8,2,14.75,3,14.34,2,7.36,2,9.67,2,19.68,1,19.42,1,14.51,-,29.26,1,17.53,1,10.8,1,-,-,-,-,-,-,-,-,-,-,6.21,2,5.36,2
Nippon India ETF Nifty IT,2332.29,6.79,6,14.74,5,14.33,5,7.34,3,9.63,5,19.6,4,19.34,4,27.47,-,29.17,3,17.32,5,10.66,4,-,-,-,-,-,-,-,-,-,-,6.17,5,5.35,5
SBI Nifty IT ETF,80.67,6.79,4,14.75,2,14.33,3,7.34,5,9.64,4,19.6,3,19.34,3,17.98,-,29.16,4,17.32,4,10.66,5,-,-,-,-,-,-,-,-,-,-,6.18,4,5.36,4
