Daily Competition Returns Comparison Report as of 03-Jul-24,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
Scheme,AUM(Rs Cr),14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,Inception,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,YTD,Rank,7 days,Rank
Aditya Birla Sun Life Nifty Next 50 ETF,72.72,1.51,6,2.85,1,10.47,2,16.46,1,35.7,1,61.34,1,61.87,1,19.87,-,66.24,1,40.78,2,24.33,1,22.1,2,-,-,-,-,-,-,-,-,36.55,1,1.91,7
HDFC NIFTY NEXT 50 ETF,32.6,1.51,5,2.83,6,10.46,6,16.38,6,35.48,6,61.09,6,61.62,6,34.05,-,65.94,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36.33,6,1.92,4
ICICI Prudential Nifty Next 50 ETF,637.35,1.51,2,2.84,4,10.47,4,16.4,3,35.54,3,61.19,3,61.73,3,16.64,-,66.08,4,40.73,4,24.29,3,22.03,3,-,-,-,-,-,-,-,-,36.39,3,1.92,1
Mirae Asset Nifty Next 50 ETF,213.31,1.51,3,2.84,3,10.47,3,16.4,4,35.51,5,61.12,5,61.65,5,23.17,-,65.95,6,40.52,6,24.2,5,-,-,-,-,-,-,-,-,-,-,36.36,5,1.92,3
Nippon India ETF Nifty Next 50 Junior BeES,4558.49,1.51,7,2.83,7,10.46,7,16.37,7,35.45,7,61.07,7,61.6,7,20.22,-,65.97,5,40.65,5,24.19,6,21.98,5,16.2,1,16.35,1,18.33,1,16.44,1,36.3,7,1.91,6
SBI Nifty Next 50 ETF,2655.92,1.51,4,2.84,5,10.47,5,16.38,5,35.53,4,61.18,4,61.72,4,16.25,-,66.08,3,40.74,3,24.25,4,21.99,4,16.19,2,-,-,-,-,-,-,36.38,4,1.92,5
UTI Nifty Next 50 Exchange Traded Fund,2164.79,1.51,1,2.85,2,10.48,1,16.41,2,35.55,2,61.2,2,61.74,2,15.45,-,66.1,2,40.79,1,24.3,2,22.16,1,-,-,-,-,-,-,-,-,36.4,2,1.92,2
