Daily Competition Returns Comparison Report as of 03-Jul-24,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Aditya Birla Sun Life International Equity Fund - Direct Plan,186.86,0.12,4,-0.08,4,-0.42,4,0.65,4,-1.38,4,3.2,4,14.62,4,11.78,4,5.2,4,10.32,2,3.06,2,9.67,2,10.73,2,8.31,2,-,-,-,-,9.82,-,1.41,4
Kotak Global Emerging Market - Direct Plan,91.68,0.87,3,0.82,2,3.3,3,2.63,3,3.85,2,10.49,2,17.97,3,16.09,3,15.48,3,9.32,4,-1.4,3,7.96,3,7.75,3,5.17,3,-,-,-,-,6.08,-,8.57,2
PGIM India Emerging Markets Equity Fund - Direct Plan,99.57,1.1,2,0.79,3,6.43,1,5.88,1,7.6,1,18.2,1,29.78,1,28.47,1,28.97,1,9.62,3,-9.59,4,3.08,4,3.27,4,2.33,4,-,-,-,-,4.23,-,14.92,1
Sundaram Global Brand Fund - Direct Plan #,114.78,1.1,1,2.55,1,3.41,2,3.84,2,0.98,3,8.97,3,20.32,2,20.32,2,15.92,2,22.5,1,7.55,1,14.12,1,12.08,1,8.65,1,-,-,-,-,8.28,-,8.16,3
