Daily Competition Returns Comparison Report as of 03-Jul-24,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Aditya Birla Sun Life Income Fund - Direct Plan,1848.85,22.77,1,7.14,1,6.18,2,6.84,2,12.34,1,9.05,1,9.46,1,8.7,1,7.4,1,7.57,2,5.82,1,5.78,1,7.19,2,6.92,2,8.19,2,7.91,-,11.97
Axis Dynamic Bond Fund - Direct Plan,1702.66,18.04,2,6.42,2,6.7,1,7.44,1,10.2,2,7.31,2,9.03,2,7.91,2,7.3,2,7.91,1,5.56,2,5.54,2,7.23,1,7.26,1,8.49,1,8.47,-,9.25
