Daily Competition Returns Comparison Report as of 03-Jul-24,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Aditya Birla Sun Life Overnight Fund - Direct Plan,9220.97,6.33,4,6.55,6,6.55,6,6.53,4,6.57,4,6.57,4,6.68,3,6.78,3,6.82,3,6.47,3,5.48,2,4.88,2,4.8,2,-,-,-,-,4.97,-,0.01
HDFC Overnight Fund - Direct Plan,11144.03,7.27,1,6.64,1,6.57,4,6.49,7,6.52,7,6.52,7,6.62,7,6.73,7,6.77,7,6.42,7,5.42,7,4.83,7,4.75,7,5.13,2,5.68,3,6.01,-,0.01
ICICI Prudential Overnight Fund - Direct Plan,10166.12,6.31,6,6.54,7,6.54,7,6.51,6,6.55,6,6.56,5,6.65,5,6.75,5,6.8,5,6.45,5,5.45,5,4.86,5,4.77,5,-,-,-,-,4.94,-,0.01
Kotak Overnight Fund - Direct Plan,5473.56,6.33,3,6.57,4,6.58,3,6.54,3,6.57,3,6.57,3,6.67,4,6.77,4,6.82,4,6.47,2,5.47,3,4.87,4,4.78,4,-,-,-,-,4.9,-,0.01
Nippon India Overnight Fund - Direct Plan,7082.62,6.34,2,6.6,3,6.6,1,6.55,1,6.58,1,6.58,2,6.69,1,6.79,1,6.83,1,6.48,1,5.49,1,4.89,1,4.81,1,-,-,-,-,4.96,-,0.01
SBI Overnight Fund - Direct Plan,15032.54,6.29,7,6.55,5,6.55,5,6.51,5,6.55,5,6.55,6,6.63,6,6.73,6,6.77,6,6.42,6,5.44,6,4.85,6,4.76,6,5.16,1,5.82,2,6.24,-,0
UTI Overnight Fund - Direct Plan,6064.84,6.33,5,6.61,2,6.58,2,6.54,2,6.58,2,6.59,1,6.68,2,6.78,2,6.82,2,6.46,4,5.47,4,4.87,3,4.79,3,5.07,3,5.97,1,6.26,-,0.01
